mofname,target
gan+N482+E43,380.0987386
gan+N572+E139,482.2167827
gan+N572+E146,527.270836
gan+N572+E15,545.139317
gan+N572+E25,542.4652311
gan+N572+E76,549.7383008
gan+N651+E15,552.944132
gan+N651+E212,507.0714377
gan+N651+E63,552.3858805
gan+N671+E15,557.8041425
gan+N671+E202,562.33126
gan+N671+E212,516.4200732
gan+N671+E29,563.7996119
gar+N32+N690+E132,530.4604672
gar+N398+N702+E182,537.2127231
gar+N450+N324+E105,436.3456589
gfy+N10+N401+E206,445.4183331
gfy+N10+N401+E220,478.4808346
gfy+N10+N401+E26,507.0633513
gfy+N10+N401+E47,463.4881
gfy+N10+N401+E67,478.6693167
gfy+N110+N401+E185,455.7807879
gfy+N110+N401+E31,437.5442101
gfy+N110+N401+E42,445.7406069
gfy+N126+N401+E104,417.299727
gfy+N126+N401+E122,412.9591983
gfy+N126+N401+E26,438.4113867
gfy+N126+N401+E53,422.980099
gfy+N130+N401+E138,484.9823065
gfy+N130+N401+E205,454.2460645
gfy+N130+N401+E221,465.1454757
gfy+N130+N401+E63,491.9283774
gfy+N150+N401+E159,463.0888348
gfy+N150+N401+E173,468.52726
gfy+N150+N401+E179,428.1389351
gfy+N150+N401+E18,475.1736912
gfy+N150+N401+E68,423.1521922
gfy+N157+N401+E171,445.5852145
gfy+N157+N401+E95,461.9338837
gfy+N160+N401+E16,475.581027
gfy+N160+N401+E86,465.5190355
gfy+N163+N401+E166,477.2946646
gfy+N163+N401+E18,486.5930888
gfy+N176+N401+E163,444.9451326
gfy+N176+N401+E40,470.0541748
gfy+N19+N401+E203,461.6491565
gfy+N196+N401+E206,448.4781218
gfy+N196+N401+E91,464.6571384
gfy+N20+N401+E14,504.7492343
gfy+N20+N401+E176,445.7110038
gfy+N20+N401+E63,518.4969658
gfy+N20+N401+E78,452.6779238
gfy+N225+N401+E149,489.0896157
gfy+N225+N401+E215,487.6467573
gfy+N225+N401+E47,463.7756764
gfy+N225+N401+E96,476.8628447
gfy+N23+N401+E153,472.5502478
gfy+N23+N401+E61,474.1484937
gfy+N23+N401+E86,479.3070108
gfy+N231+N401+E95,485.3293339
gfy+N25+N401+E123,487.858748
gfy+N25+N401+E141,448.6282384
gfy+N277+N401+E1,432.5617205
gfy+N277+N401+E10,421.7951019
gfy+N277+N401+E114,444.7819204
gfy+N277+N401+E150,492.5233338
gfy+N277+N401+E163,460.2925158
gfy+N277+N401+E167,389.5802879
gfy+N277+N401+E173,464.9539443
gfy+N277+N401+E181,480.2202321
gfy+N277+N401+E226,235.7123721
gfy+N277+N401+E31,440.3907522
gfy+N277+N401+E34,464.1521561
gfy+N277+N401+E94,465.0440284
gfy+N285+N401+E148,452.2225767
gfy+N285+N401+E203,457.5523994
gfy+N285+N401+E83,437.9988593
gfy+N333+N401+E224,442.871696
gfy+N333+N401+E32,441.9494917
gfy+N333+N401+E69,488.2643815
gfy+N333+N401+E72,489.316316
gfy+N333+N401+E83,428.2867805
gfy+N333+N401+E87,427.9050916
gfy+N333+N401+E97,427.1228831
gfy+N353+N401+E149,457.2426546
gfy+N386+N401+E142,428.0193375
gfy+N386+N401+E205,439.1524491
gfy+N386+N401+E45,430.8135813
gfy+N408+N401+E2,416.753764
gfy+N408+N401+E201,479.4917185
gfy+N408+N401+E226,455.292392
gfy+N410+N401+E113,438.4495424
gfy+N410+N401+E123,467.0671692
gfy+N410+N401+E141,442.6533898
gfy+N410+N401+E158,480.5965061
gfy+N416+N401+E159,462.1436694
gfy+N416+N401+E187,422.2064671
gfy+N416+N401+E226,421.9468147
gfy+N416+N401+E4,415.0817817
gfy+N456+N401+E136,430.8921158
gfy+N456+N401+E147,449.1677578
gfy+N456+N401+E17,433.6650967
gfy+N456+N401+E228,453.4754792
gfy+N473+N401+E44,487.317447
gfy+N474+N401+E108,453.2225063
gfy+N474+N401+E148,460.1157854
gfy+N474+N401+E226,191.4797572
gfy+N477+N401+E107,473.9747919
gfy+N48+N401+E26,438.2874305
gfy+N48+N401+E53,423.4488479
gfy+N484+N401+E154,482.3388522
gfy+N484+N401+E38,485.5048175
gfy+N484+N401+E44,497.9720416
gfy+N488+N401+E186,475.480392
gfy+N488+N401+E26,470.1741984
gfy+N495+N401+E52,430.1268742
gfy+N516+N401+E38,463.5400345
gfy+N516+N401+E81,486.0383004
gfy+N535+N401+E44,438.7101744
gfy+N558+N401+E111,451.2480809
gfy+N558+N401+E123,469.6424981
gfy+N558+N401+E141,441.7227167
gfy+N558+N401+E203,438.3189496
gfy+N558+N401+E95,477.3690976
gfy+N571+N401+E22,421.4809908
gfy+N610+N401+E217,474.2268647
gfy+N639+N401+E141,450.3296321
gfy+N639+N401+E61,455.6689009
gfy+N639+N401+E68,459.731952
gfy+N639+N401+E92,508.1653638
gfy+N679+N401+E107,440.7388171
gfy+N679+N401+E88,468.6620627
gfy+N679+N401+E92,483.9644401
gfy+N687+N401+E102,437.9306466
gfy+N687+N401+E137,462.6045512
gfy+N687+N401+E148,433.1161148
gfy+N687+N401+E7,402.6204059
gfy+N695+N401+E174,440.9884832
gfy+N79+N401+E70,490.320475
gfy+N80+N401+E135,447.2793291
gfy+N80+N401+E160,447.4604868
gfy+N96+N401+E165,486.4365119
gfy+N96+N401+E166,482.8339979
gfy+N96+N401+E186,480.1191493
gfy+N96+N401+E42,437.7924553
gfy+N96+N401+E45,475.0090302
ggl+N237+N440+E139+E45,471.6908021
ghw+N133+E132,360.5249125
ghw+N133+E138,223.6357968
ghw+N133+E151,348.3793783
ghw+N133+E185,151.237698
ghw+N133+E202,360.4156229
ghw+N133+E226,92.88909202
ghw+N133+E51,96.1155163
ghw+N206+E149,374.7173014
ghw+N206+E15,421.4370557
ghw+N206+E211,375.5295692
ghw+N206+E216,363.3429251
ghw+N206+E58,186.1873327
ghw+N206+E73,412.0390348
ghw+N206+E76,422.5408639
ghw+N242+E142,482.0719853
ghw+N242+E201,514.5610533
ghw+N242+E65,500.8572209
ghw+N254+E13,395.2478806
ghw+N254+E138,260.3118628
ghw+N254+E14,448.5751667
ghw+N254+E146,411.0031335
ghw+N254+E153,406.8461649
ghw+N254+E18,382.392382
ghw+N254+E186,425.68796
ghw+N254+E27,259.7808243
ghw+N254+E48,204.1500428
ghw+N254+E73,418.5581268
ghw+N300+E168,366.2094522
ghw+N300+E69,294.7823813
ghw+N300+E92,363.3290637
ghw+N383+E127,244.1203428
ghw+N383+E130,346.8493485
ghw+N383+E132,378.2357678
ghw+N383+E182,385.4914806
ghw+N383+E201,454.3368551
ghw+N383+E38,545.9111044
ghw+N391+E183,566.2895012
ghw+N391+E216,345.9861853
ghw+N391+E228,459.7732227
ghw+N482+E111,580.0720528
ghw+N482+E115,256.6120914
ghw+N482+E119,471.1752892
ghw+N482+E123,510.8309806
ghw+N482+E14,505.0675404
ghw+N482+E162,206.1532244
ghw+N482+E165,256.0571272
ghw+N482+E172,501.574872
ghw+N482+E180,301.9608079
ghw+N482+E205,258.9033011
ghw+N482+E212,165.0504276
ghw+N482+E217,186.0278595
ghw+N482+E38,573.4479534
ghw+N482+E50,271.9114668
ghw+N482+E71,379.339851
ghw+N572+E220,317.7604168
ghw+N572+E70,317.0602847
ghw+N572+E73,380.7267158
ghw+N651+E131,385.7146597
ghw+N651+E138,350.565657
ghw+N651+E146,444.3336218
ghw+N651+E52,332.5516157
ghw+N651+E92,357.7458078
ghw+N651+E95,335.1359617
ghw+N671+E138,434.5137313
ghw+N671+E168,395.2842989
ghw+N671+E199,441.3700564
ghw+N671+E206,347.960079
ghw+N671+E216,370.1512471
ghw+N671+E48,288.0448186
ghw+N671+E51,302.5136564
ghw+N671+E67,359.4762321
gis+N109+E101,439.6453314
gis+N109+E180,521.187693
gis+N113+E19,502.0674388
gis+N113+E34,441.296963
gis+N113+E37,490.9523636
gis+N115+E146,503.363602
gis+N115+E204,537.8005974
gis+N156+E123,466.5185062
gis+N156+E153,462.434765
gis+N156+E175,488.1924189
gis+N156+E183,464.1955586
gis+N156+E203,414.1495628
gis+N156+E81,481.7544543
gis+N158+E19,473.5771759
gis+N161+E211,456.0206434
gis+N164+E0,602.1895288
gis+N164+E154,504.0007794
gis+N172+E149,466.2795939
gis+N184+E203,408.6538217
gis+N184+E26,452.6828836
gis+N188+E146,472.4295472
gis+N188+E166,486.607722
gis+N215+E154,460.6360511
gis+N215+E186,476.5966259
gis+N215+E34,431.6255004
gis+N215+E79,490.5680672
gis+N237+E123,434.224017
gis+N237+E15,453.6570057
gis+N237+E199,437.5716218
gis+N237+E220,455.4783605
gis+N238+E171,482.1032954
gis+N238+E220,473.5336849
gis+N238+E69,496.2114576
gis+N256+E186,487.2755536
gis+N256+E37,478.9198539
gis+N256+E78,434.1662769
gis+N267+E120,463.108714
gis+N267+E127,487.0269263
gis+N267+E201,465.1358076
gis+N267+E57,461.2157307
gis+N267+E76,476.6932689
gis+N276+E153,484.3720658
gis+N276+E175,532.3118738
gis+N276+E217,481.928215
gis+N276+E52,520.9487653
gis+N282+E14,470.4450503
gis+N300+E175,465.7703745
gis+N304+E185,447.2979331
gis+N305+E14,450.3265625
gis+N305+E192,453.1651405
gis+N305+E88,459.8566612
gis+N310+E19,499.9167659
gis+N310+E73,480.9806586
gis+N32+E110,405.3444284
gis+N32+E120,446.6109007
gis+N32+E19,450.3958787
gis+N32+E220,453.4557661
gis+N32+E37,456.0748844
gis+N32+E63,466.9823169
gis+N342+E175,522.1471161
gis+N346+E110,415.1836769
gis+N346+E222,419.5003114
gis+N346+E3,433.7975578
gis+N346+E41,400.3213637
gis+N371+E11,466.3114869
gis+N371+E13,505.54719
gis+N371+E130,493.309475
gis+N371+E135,479.5199125
gis+N371+E175,510.3349943
gis+N371+E23,444.3493719
gis+N385+E212,498.3618973
gis+N385+E68,453.2636696
gis+N385+E70,524.9533541
gis+N385+E72,500.4347519
gis+N385+E86,500.9218477
gis+N388+E105,467.6410331
gis+N398+E136,427.1735136
gis+N398+E215,489.1750652
gis+N398+E33,458.5326417
gis+N398+E36,440.3529945
gis+N434+E11,460.6044386
gis+N434+E160,472.8473706
gis+N434+E195,475.3653886
gis+N434+E219,464.1879343
gis+N434+E25,496.3813904
gis+N434+E66,474.6900875
gis+N437+E18,457.9749182
gis+N437+E201,441.180423
gis+N437+E45,434.4332944
gis+N450+E131,468.3889351
gis+N461+E11,461.6344354
gis+N461+E14,485.6136279
gis+N461+E149,493.6178902
gis+N461+E171,472.7758781
gis+N461+E19,500.5905121
gis+N461+E35,436.453695
gis+N461+E45,459.3135911
gis+N492+E128,506.5535289
gis+N515+E206,446.485506
gis+N515+E26,443.0929251
gis+N520+E185,451.6415309
gis+N520+E88,454.3597434
gis+N572+E149,471.701447
gis+N616+E206,482.1873893
gis+N627+E163,436.2775523
gis+N627+E170,415.7580699
gis+N627+E181,447.4221704
gis+N627+E216,533.4070766
gis+N627+E96,437.4861862
gis+N649+E108,541.4156062
gis+N649+E150,478.8471459
gis+N649+E217,523.7456836
gis+N649+E53,463.9604442
gis+N68+E148,420.394506
gis+N68+E162,521.308139
gis+N68+E183,459.1006731
gis+N68+E201,478.7739188
gis+N68+E57,467.03885
gis+N697+E104,444.3373489
gis+N697+E11,473.1376798
gis+N697+E110,422.6450852
gis+N697+E123,459.1370423
gis+N697+E15,491.2699556
gis+N697+E181,453.5796812
gis+N697+E183,471.5764259
gis+N697+E19,488.0920134
gis+N697+E95,502.1346724
gis+N7+E105,416.3698331
gis+N7+E210,410.8418531
gis+N76+E70,503.0394017
gis+N89+E26,484.2010001
gis+N93+E13,454.9740852
gme+N109+E120,542.9250818
gme+N156+E146,467.279922
gme+N156+E175,479.2101392
gme+N156+E220,463.2019732
gme+N161+E146,452.4458344
gme+N215+E102,471.2451072
gme+N215+E132,476.0415304
gme+N237+E139,459.3929002
gme+N237+E166,447.5705084
gme+N238+E173,491.4072724
gme+N238+E44,465.8070161
gme+N256+E27,456.5375223
gme+N276+E162,490.5837836
gme+N307+E120,439.6911736
gme+N346+E139,493.3391221
gme+N371+E128,512.2236221
gme+N371+E50,508.9654025
gme+N388+E210,455.5025163
gme+N448+E51,441.566123
gme+N461+E149,516.9460558
gme+N461+E76,511.1548346
gme+N649+E162,492.7822497
gme+N697+E38,474.9895175
gpu+N243+E14,485.3646291
gpu+N243+E16,416.4288851
gpu+N243+E162,298.7814679
gpu+N243+E186,452.9477814
gpu+N490+E66,437.7853255
gpu+N510+E13,407.7234776
gpu+N663+E45,398.2901649
gpu+N83+E53,467.1251773
gra+N10+N133+E221+E96,515.0174313
gra+N10+N133+E84+E149,573.6177898
gra+N10+N172+E43+E110,556.6785855
gra+N10+N206+E166+E43,573.9086524
gra+N10+N206+E36+E6,462.5937837
gra+N10+N206+E44+E16,584.0989169
gra+N10+N242+E70+E7,569.087108
gra+N10+N254+E0+E224,552.0329324
gra+N10+N254+E16+E9,527.4627691
gra+N10+N254+E226+E28,485.2765782
gra+N10+N300+E142+E0,553.7637912
gra+N10+N332+E0+E95,562.0184456
gra+N10+N651+E155+E155,498.4806359
gra+N10+N671+E0+E89,425.6528011
gra+N10+N671+E43+E166,572.6231111
gra+N110+N206+E185+E206,529.8727627
gra+N110+N242+E72+E128,585.1829499
gra+N110+N391+E16+E82,518.3639078
gra+N110+N391+E178+E61,528.2145801
gra+N110+N391+E206+E136,528.1771729
gra+N110+N651+E0+E202,577.804016
gra+N117+N651+E182+E19,538.6740988
gra+N126+N133+E98+E203,434.6998605
gra+N126+N172+E113+E116,447.7187573
gra+N126+N172+E84+E217,522.1155989
gra+N126+N206+E145+E180,459.1718519
gra+N126+N383+E98+E203,437.6460298
gra+N126+N391+E40+E195,468.0559602
gra+N126+N651+E190+E190,470.6939103
gra+N126+N671+E63+E156,523.561851
gra+N130+N133+E31+E26,506.6749066
gra+N130+N172+E216+E84,560.7240302
gra+N130+N206+E131+E189,559.1726815
gra+N130+N206+E9+E203,443.6597412
gra+N130+N254+E106+E223,447.3582764
gra+N130+N300+E118+E203,488.0332524
gra+N130+N383+E3+E159,534.7098224
gra+N130+N572+E217+E132,472.4202712
gra+N130+N651+E196+E57,498.2153373
gra+N157+N133+E179+E108,498.7514641
gra+N157+N133+E83+E29,463.723405
gra+N157+N242+E91+E198,458.2909279
gra+N157+N254+E121+E121,412.8945838
gra+N157+N254+E215+E86,499.5779819
gra+N157+N254+E59+E48,453.391147
gra+N157+N300+E61+E31,452.1572639
gra+N157+N300+E61+E9,432.4837205
gra+N157+N300+E94+E57,490.2598554
gra+N157+N651+E136+E36,456.0782423
gra+N157+N651+E196+E88,488.4510772
gra+N163+N133+E151+E87,505.0210817
gra+N163+N206+E84+E52,568.6413962
gra+N163+N242+E107+E95,534.0657633
gra+N163+N300+E147+E106,473.8947262
gra+N163+N300+E173+E176,527.2312322
gra+N163+N383+E210+E222,441.1908057
gra+N176+N133+E37+E108,557.8179821
gra+N176+N133+E37+E226,461.9277435
gra+N176+N172+E128+E40,566.2531498
gra+N176+N206+E98+E205,549.542044
gra+N176+N242+E182+E149,572.9671624
gra+N176+N242+E77+E116,508.1672064
gra+N176+N254+E0+E168,408.7278135
gra+N176+N300+E134+E94,539.4046408
gra+N176+N300+E153+E135,538.3514927
gra+N176+N300+E49+E153,533.9781505
gra+N176+N300+E61+E190,523.9001929
gra+N176+N300+E98+E50,554.7173077
gra+N176+N482+E96+E193,524.0313298
gra+N176+N651+E36+E212,519.1043671
gra+N19+N133+E153+E44,541.2619647
gra+N19+N172+E179+E152,498.10841
gra+N19+N206+E161+E171,475.2880511
gra+N19+N206+E89+E51,488.2969798
gra+N19+N242+E234+E138,568.1983639
gra+N19+N254+E57+E167,550.721732
gra+N19+N391+E123+E147,540.2601217
gra+N19+N482+E8+E204,565.73452
gra+N19+N572+E57+E189,536.7078695
gra+N196+N133+E181+E154,533.338682
gra+N196+N133+E24+E52,547.6716792
gra+N196+N172+E48+E77,571.7660754
gra+N196+N206+E166+E43,573.3065548
gra+N196+N254+E0+E224,525.3406489
gra+N196+N254+E19+E163,586.0717454
gra+N196+N254+E57+E58,559.3987506
gra+N196+N300+E3+E219,526.1874545
gra+N196+N383+E120+E10,547.8936859
gra+N196+N383+E120+E26,577.2733244
gra+N196+N391+E19+E8,555.5233528
gra+N196+N572+E84+E89,539.3196244
gra+N196+N651+E138+E150,553.5682942
gra+N196+N651+E9+E203,444.4877953
gra+N20+N133+E11+E11,529.685818
gra+N20+N206+E32+E83,485.235631
gra+N20+N242+E0+E154,513.2777742
gra+N20+N242+E14+E34,563.0675342
gra+N20+N254+E0+E5,609.8722532
gra+N20+N254+E216+E217,564.2441724
gra+N20+N391+E135+E128,550.9367142
gra+N20+N482+E14+E92,595.2834495
gra+N20+N482+E30+E9,468.3604826
gra+N20+N572+E197+E6,524.140013
gra+N20+N651+E97+E4,465.5347797
gra+N20+N671+E45+E121,503.6904425
gra+N225+N133+E0+E135,342.971743
gra+N225+N133+E16+E101,553.4844472
gra+N225+N133+E2+E9,439.651563
gra+N225+N133+E24+E225,492.6379489
gra+N225+N133+E25+E217,560.1485869
gra+N225+N133+E28+E9,427.1241942
gra+N225+N242+E101+E110,499.268623
gra+N225+N242+E96+E61,523.0778738
gra+N225+N300+E15+E128,566.9490864
gra+N225+N391+E14+E188,551.2998212
gra+N225+N651+E181+E108,555.5710945
gra+N225+N651+E63+E106,542.5780503
gra+N23+N133+E212+E83,558.8552889
gra+N23+N172+E123+E24,517.8391412
gra+N23+N172+E78+E51,529.2580798
gra+N23+N206+E0+E192,455.7193416
gra+N23+N242+E19+E73,564.18696
gra+N23+N242+E58+E166,500.6266722
gra+N231+N133+E145+E193,455.5350829
gra+N231+N242+E122+E217,546.8834612
gra+N231+N364+E23+E232,489.4416124
gra+N231+N391+E1+E122,448.6439926
gra+N231+N391+E44+E53,541.5741695
gra+N231+N391+E44+E95,547.1352005
gra+N231+N391+E70+E206,538.0103236
gra+N25+N206+E10+E189,445.516011
gra+N25+N300+E173+E68,562.4607201
gra+N25+N364+E204+E131,548.6672941
gra+N25+N364+E223+E80,483.3248712
gra+N25+N391+E163+E196,467.5133785
gra+N277+N172+E0+E233,305.6808206
gra+N277+N172+E11+E34,548.9249816
gra+N277+N172+E83+E168,531.6462525
gra+N277+N206+E0+E185,210.8871636
gra+N277+N206+E142+E48,568.1045357
gra+N277+N206+E162+E19,547.9659488
gra+N277+N206+E48+E142,496.4110349
gra+N277+N242+E138+E122,558.0262009
gra+N277+N242+E196+E7,461.8179907
gra+N277+N242+E92+E63,522.766794
gra+N277+N300+E81+E95,581.554213
gra+N277+N383+E7+E217,511.0793407
gra+N277+N482+E146+E201,568.1055991
gra+N277+N482+E19+E57,526.7568992
gra+N277+N482+E226+E156,308.8962952
gra+N277+N572+E0+E127,150.4316274
gra+N277+N572+E0+E148,306.8163883
gra+N277+N572+E183+E183,525.1831695
gra+N277+N651+E155+E64,495.6935183
gra+N277+N651+E196+E135,490.0580924
gra+N277+N671+E63+E234,581.2897801
gra+N285+N133+E16+E156,569.0682702
gra+N285+N133+E24+E52,554.8115243
gra+N285+N133+E36+E190,489.3925152
gra+N285+N206+E0+E204,387.0367307
gra+N285+N300+E189+E73,552.6248301
gra+N285+N383+E229+E60,446.6676286
gra+N285+N383+E66+E108,575.6303006
gra+N285+N671+E0+E58,402.2472048
gra+N285+N671+E181+E83,515.9821041
gra+N298+N651+E1+E211,478.657005
gra+N315+N391+E99+E172,453.6387049
gra+N321+N482+E175+E135,545.6867034
gra+N333+N133+E108+E156,569.381565
gra+N333+N133+E177+E108,563.557847
gra+N333+N133+E31+E9,429.6263781
gra+N333+N172+E179+E154,490.3020746
gra+N333+N172+E88+E119,570.2882395
gra+N333+N206+E39+E145,425.8737486
gra+N333+N242+E14+E34,550.8283337
gra+N333+N242+E196+E26,499.5239752
gra+N333+N254+E10+E22,418.3046739
gra+N333+N254+E217+E14,574.4344016
gra+N333+N383+E1+E26,460.316382
gra+N333+N383+E59+E190,439.1714888
gra+N333+N572+E118+E134,487.9158747
gra+N333+N572+E87+E218,466.5456617
gra+N353+N133+E160+E160,512.3298395
gra+N353+N172+E212+E34,519.0011528
gra+N353+N254+E94+E53,489.7429181
gra+N353+N572+E161+E194,411.4336167
gra+N353+N651+E103+E229,439.7249795
gra+N377+N133+E223+E22,433.825675
gra+N386+N133+E31+E197,450.8165526
gra+N386+N133+E4+E149,451.9969217
gra+N386+N133+E42+E181,438.7087389
gra+N386+N206+E139+E7,465.0857129
gra+N386+N206+E171+E44,506.1583703
gra+N386+N206+E206+E5,471.666595
gra+N386+N206+E41+E41,420.9136835
gra+N386+N242+E162+E132,536.0673846
gra+N386+N572+E203+E148,438.2572245
gra+N386+N651+E149+E209,468.2388483
gra+N408+N133+E136+E10,444.5860085
gra+N408+N133+E171+E0,546.4262623
gra+N408+N172+E127+E205,558.1512442
gra+N408+N172+E44+E77,528.0560914
gra+N408+N206+E130+E217,560.5709202
gra+N408+N206+E187+E155,475.1227223
gra+N408+N206+E217+E48,560.427916
gra+N408+N300+E52+E45,552.2775112
gra+N408+N300+E77+E121,442.0915385
gra+N408+N391+E61+E102,513.8390812
gra+N408+N651+E187+E120,517.0900066
gra+N408+N671+E0+E96,575.1185038
gra+N410+N133+E181+E216,525.7015808
gra+N410+N133+E196+E94,440.1786692
gra+N410+N133+E219+E206,529.7949522
gra+N410+N254+E226+E80,522.020658
gra+N410+N300+E186+E107,507.073692
gra+N410+N300+E224+E224,485.0410263
gra+N410+N391+E43+E50,549.5681994
gra+N410+N572+E80+E171,510.5802737
gra+N410+N651+E193+E196,455.4785379
gra+N410+N651+E224+E224,490.6502463
gra+N411+N651+E157+E162,516.5201577
gra+N411+N651+E210+E42,446.1348828
gra+N411+N651+E35+E87,464.3193685
gra+N416+N172+E50+E154,527.4518413
gra+N416+N172+E87+E64,430.8083693
gra+N416+N206+E67+E178,545.9777961
gra+N416+N242+E165+E104,561.628076
gra+N416+N242+E165+E160,561.3180072
gra+N416+N242+E165+E95,536.582614
gra+N416+N300+E145+E77,432.5038877
gra+N416+N391+E69+E44,546.9026541
gra+N416+N482+E26+E218,505.0514986
gra+N416+N572+E223+E101,450.5495441
gra+N416+N651+E17+E25,506.7022913
gra+N416+N651+E39+E121,406.8158571
gra+N429+N206+E193+E9,450.4464281
gra+N429+N254+E130+E159,540.6083404
gra+N429+N300+E38+E26,495.3058897
gra+N429+N364+E101+E66,504.4823021
gra+N429+N482+E185+E49,527.5269726
gra+N429+N651+E104+E155,495.870539
gra+N429+N651+E167+E158,528.6532581
gra+N429+N671+E102+E41,508.0614286
gra+N456+N133+E47+E189,463.932024
gra+N456+N133+E9+E151,439.5050215
gra+N456+N206+E19+E26,563.126173
gra+N456+N206+E28+E22,425.0313502
gra+N456+N206+E48+E181,530.8758392
gra+N456+N206+E68+E107,474.0465406
gra+N456+N300+E23+E136,478.6926317
gra+N456+N391+E65+E92,506.2598845
gra+N456+N572+E61+E53,476.6502207
gra+N456+N651+E224+E224,488.5402652
gra+N456+N671+E123+E116,486.8076838
gra+N456+N671+E40+E201,496.6377794
gra+N473+N172+E121+E185,467.2073645
gra+N473+N364+E225+E195,469.253023
gra+N473+N482+E138+E102,556.0785685
gra+N473+N651+E22+E63,484.1752843
gra+N474+N133+E7+E14,472.0905605
gra+N474+N133+E98+E3,495.2286583
gra+N474+N206+E203+E78,493.7567434
gra+N474+N206+E84+E118,553.006284
gra+N474+N254+E84+E118,550.9707866
gra+N474+N300+E85+E98,559.0553686
gra+N474+N482+E134+E39,524.5281347
gra+N474+N651+E16+E48,558.4923646
gra+N474+N671+E181+E24,532.3545023
gra+N477+N172+E0+E83,564.8869667
gra+N477+N172+E123+E48,555.8163911
gra+N477+N206+E43+E89,573.6533827
gra+N477+N242+E142+E17,546.714817
gra+N477+N242+E192+E5,557.078022
gra+N477+N383+E4+E108,531.2062774
gra+N477+N572+E24+E217,537.7131046
gra+N477+N572+E6+E14,513.7521146
gra+N477+N671+E136+E50,550.2780597
gra+N48+N242+E110+E113,456.8940051
gra+N48+N242+E135+E165,516.6615184
gra+N48+N242+E185+E125,494.0037265
gra+N48+N651+E217+E152,491.8502466
gra+N484+N133+E108+E156,565.3507218
gra+N484+N133+E192+E128,559.5175739
gra+N484+N242+E76+E14,574.8086238
gra+N484+N300+E132+E181,556.1059553
gra+N484+N300+E184+E138,553.401654
gra+N484+N383+E211+E139,561.2858336
gra+N484+N482+E134+E154,560.5177083
gra+N484+N482+E222+E203,500.2367708
gra+N484+N572+E192+E82,513.3146869
gra+N484+N572+E6+E14,525.1074028
gra+N484+N651+E63+E114,549.3628624
gra+N488+N133+E171+E19,538.9475332
gra+N488+N133+E52+E96,548.0183023
gra+N488+N172+E14+E202,551.2274079
gra+N488+N206+E59+E187,455.0944152
gra+N488+N254+E170+E206,481.2924995
gra+N488+N254+E193+E194,437.8373916
gra+N488+N383+E212+E185,525.5857369
gra+N488+N651+E159+E228,540.1657402
gra+N488+N671+E104+E80,481.4196407
gra+N495+N133+E38+E35,518.5964832
gra+N495+N133+E44+E222,558.7912097
gra+N495+N133+E44+E223,568.8144198
gra+N495+N254+E51+E70,502.5404643
gra+N495+N254+E77+E102,507.6895516
gra+N495+N572+E183+E198,523.4267151
gra+N495+N671+E179+E209,494.7561121
gra+N495+N671+E65+E4,500.1292675
gra+N51+N254+E85+E228,548.3282727
gra+N516+N133+E113+E226,534.1098199
gra+N516+N133+E78+E13,496.8658964
gra+N516+N242+E37+E188,550.0106051
gra+N516+N300+E115+E228,554.6678325
gra+N516+N300+E217+E70,570.4047196
gra+N516+N300+E95+E135,550.977704
gra+N516+N391+E203+E41,446.1738162
gra+N516+N482+E47+E73,533.6702018
gra+N516+N482+E9+E49,442.926912
gra+N516+N482+E91+E84,546.0583751
gra+N516+N572+E148+E96,482.6033936
gra+N516+N572+E87+E8,484.2893453
gra+N516+N651+E165+E89,550.7766638
gra+N516+N651+E80+E184,531.833654
gra+N535+N133+E13+E97,448.7763822
gra+N535+N172+E12+E122,433.8930405
gra+N535+N172+E91+E216,485.2844914
gra+N535+N651+E87+E44,477.8200062
gra+N558+N133+E180+E110,501.9065573
gra+N558+N172+E163+E39,444.5625016
gra+N558+N242+E196+E59,430.2883007
gra+N558+N242+E39+E178,477.8678156
gra+N558+N254+E0+E150,587.0157238
gra+N558+N300+E39+E114,417.5613273
gra+N558+N364+E5+E222,496.8079487
gra+N558+N651+E92+E226,566.4644186
gra+N558+N671+E28+E80,436.4252481
gra+N571+N172+E39+E37,474.0789102
gra+N571+N172+E82+E12,446.6111196
gra+N571+N206+E66+E201,550.1400025
gra+N571+N254+E87+E96,467.4086612
gra+N571+N364+E203+E160,514.9143401
gra+N571+N383+E192+E196,513.4083889
gra+N571+N482+E132+E190,562.4099543
gra+N571+N482+E94+E175,543.5763616
gra+N579+N391+E51+E163,518.1450773
gra+N592+N133+E94+E20,484.087085
gra+N592+N172+E63+E91,532.0357114
gra+N592+N206+E83+E108,498.9119311
gra+N592+N391+E152+E222,458.4868985
gra+N592+N482+E39+E42,442.2111551
gra+N592+N572+E171+E154,519.4075589
gra+N592+N651+E185+E118,495.8710713
gra+N592+N671+E10+E203,429.7047795
gra+N60+N671+E112+E47,491.0796065
gra+N606+N651+E217+E190,553.3693985
gra+N610+N133+E127+E92,555.3767096
gra+N610+N133+E83+E168,482.452075
gra+N610+N172+E138+E175,552.9778268
gra+N610+N206+E63+E216,561.5229116
gra+N610+N242+E149+E177,550.4896024
gra+N610+N254+E193+E9,440.0060239
gra+N610+N300+E26+E145,487.6227318
gra+N610+N383+E137+E218,493.000495
gra+N610+N651+E4+E9,434.0514524
gra+N610+N651+E87+E181,480.8380752
gra+N610+N671+E161+E153,451.4617919
gra+N610+N671+E5+E195,527.4004386
gra+N621+N133+E154+E128,568.6228317
